category	yelp_rating	yelp_rating_count	yelp_price	seamless_rating	seamless_rating_count	seamless_price	sanitation_grade	sanitation_score	city	median_zip_income
mediterranean/mideastern	3.7540984	61	0.4	3	22	0.6	A	5	New York	80519
latin							A	5	Queens	47750
mexican	4.2	5	0.4				B	21	Queens	46325
american	4.0650406	369	0.6				A	13	Brooklyn	44173
korean							A	7	Queens	48236
bbq/southern								10	Brooklyn	31415
chinese							A	13	Brooklyn	38267
soup/salad/sandwiches							A	13	Brooklyn	68177
latin							A	5	Bronx	21913
american	3.971223	139	0.4				A	12	New York	36495
italian	3.367347	49	0.2				A	12	Queens	52199
burgers/hotdogs/junk	2.6666667	3					A	3	Brooklyn	27901
chinese	4.0	1	0.2				B	16	Brooklyn	40146
japanese							A	12	New York	68790
coffee/cafe	4.3333335	3	0.2				A	12	Brooklyn	32642
american	3.1538463	13	0.2	3	25	0.4	A	10	New York	65934
eastern_european	3.8947368	38	0.4				A	9	Brooklyn	42298
icecream/desserts	4.196429	56	0.2				A	10	New York	106888
coffee/cafe	4.3333335	90	0.2				A	10	New York	106236
steak/seafood	3.7777777	9	0.4	3	2	0.4	A	11	Brooklyn	42568
italian	3.8941798	378	0.4	4	54	0.4	A	10	Queens	57576
american	3.851852	54	0.4				A	12	New York	77853
chinese								3	Bronx	26120
indpak	2.7407408	27	0.4				A	5	Queens	78766
bagels	3.0789473	38	0.2	4	49	0.4	A	7	Queens	55844
american							A	9	Bronx	21913
burgers/hotdogs/junk	2.493827	81	0.4				A	12	New York	106888
mexican	3.9130435	23	0.2	4	12	0.2	B	14	New York	106888
vegan/vegetarian/health	3.9498117	797	0.6				A	13	New York	91767
chinese	4.5	2					A	10	New York	40385
bakery	3.0	1	0.2				A	0	Queens	51258
soup/salad/sandwiches	4.02439	164	0.2	3	76	0.4	A	13	New York	91767
spanish							A	4	Bronx	24445
soup/salad/sandwiches	2.6666667	3	0.2				A	2	New York	106888
american	3.2293577	109	0.4				A	10	New York	106888
bars/nightlife	4.5454545	11	0.2				A	7	Brooklyn	40960
delis	2.9	10	0.2				A	13	New York	76138
american	3.2457628	118	0.4	4	8	0.4	A	7	Brooklyn	57713
american	1.9824561	57	0.4				A	11	New York	35694
pizza	3.8	5	0.2				A	10	Bronx	46001
caribbean							Z	18	Bronx	44038
burgers/hotdogs/junk	3.9029126	103	0.4				A	11	New York	64013
indpak	4.5	4	0.2				A	10	Staten Island	54792
italian	3.857143	28	0.4				A	6	New York	65934
burgers/hotdogs/junk	3.9545455	44	0.4				A	10	Brooklyn	57713
pizza	3.875	24	0.2				Z	26	New York	35710
steak/seafood	3.862434	189	0.8	5	21	0.6	A	10	New York	106888
american	4.5	2					A	12	Brooklyn	45112
chinese							A	11	Brooklyn	34590
american							A	3	Queens	0
bagels	3.875	8	0.2				A	11	Brooklyn	57713
coffee/cafe	3.5235603	382	0.4				A	11	New York	77853
vegan/vegetarian/health							A	11	Queens	51258
chinese	3.1875	16	0.2				Z	27	Brooklyn	37636
soup/salad/sandwiches	3.6226416	54	0.4				A	2	Queens	54868
italian	4.1494255	175	0.4	5	4	0.6	A	10	Queens	49371
icecream/desserts	4.352941	17	0.4				A	13	Brooklyn	41246
pizza	1.3333334	6	0.2				A	7	Brooklyn	32642
burgers/hotdogs/junk	3.6206896	29	0.2	3	34	0.2	A	3	New York	59034
african	3.142857	7					A	12	New York	42058
misc_restaurant	2.1666667	6	0.4				A	6	Staten Island	79820
soup/salad/sandwiches							A	10	New York	32265
soup/salad/sandwiches	4.714286	7	0.2				A	5	New York	32265
indpak	4.0471697	106	0.2				A	13	Queens	43248
american								33	New York	64013
mexican	3.3384147	328	0.4	5	4	0.4	A	12	New York	105144
soup/salad/sandwiches	3.5827816	151	0.2				A	12	Brooklyn	93184
delis	4.259259	27	0.2				A	9	Brooklyn	49002
latin	4.4	20	0.2				A	9	Brooklyn	37636
bars/nightlife	2.6489797	245	0.6				C	51	New York	95556
soup/salad/sandwiches	2.5	2	0.4				A	3	Brooklyn	40146
icecream/desserts	4.0	3	0.2				A	8	New York	110091
japanese	1.5	4						7	New York	91767
soup/salad/sandwiches	1.5	2	0.2				A	4	Brooklyn	40481
american	4.231834	578	0.8				A	10	New York	101515
misc							A	11	Queens	55225
french	4.0	32	0.6				A	9	New York	95556
bars/nightlife	3.3333333	30	0.2				A	7	New York	107976
chinese	4.5	2					A	7	Queens	59289
coffee/cafe	4.5	2	0.2				A	4	New York	105144
italian	3.4130435	46	0.4				A	4	New York	106888
diners	3.06383	47	0.4	4	10	0.6	A	10	Queens	44964
american							B	15	Bronx	26541
coffee/cafe	3.7462687	133	0.4				A	13	Queens	43248
italian	3.2857144	7	0.2	5	4	0.4	A	6	Queens	47750
icecream/desserts	4.5666666	29	0.2				A	12	Staten Island	77720
coffee/cafe	3.7948718	117	0.2				A	9	Queens	49371
chinese	3.4666667	60	0.4				A	10	Queens	52489
soup/salad/sandwiches	4.0	3	0.2				A	5	Queens	43909
bakery							A	2	Bronx	26120
pizza	2.7142856	7	0.2				A	11	Brooklyn	68177
american							A	5	New York	65934
coffee/cafe	3.5882354	17	0.4				A	3	Queens	78415
soup/salad/sandwiches	2.3333333	3					A	11	New York	108250
american	4.0	2					A	11	Queens	67924
chinese	3.8671875	128	0.2				A	9	New York	32265
misc	4.75	4	0.6				A	5	Brooklyn	42568
bars/nightlife	4.1282053	156	0.6				A	0	New York	105311
chinese	2.625	8	0.2				A	6	Queens	48548
coffee/cafe	3.0545454	110	0.4				A	5	New York	76138
chinese	4.3333335	3						72	Staten Island	77720
american							A	12	New York	76138
japanese	3.9327958	372	0.6					26	New York	108250
icecream/desserts	2.5	4	0.2				A	6	Brooklyn	44173
icecream/desserts	2.6666667	3	0.2				A	5	Staten Island	87426
latin							A	7	Bronx	53282
italian	3.0	117	0.4				A	12	New York	64013
burgers/hotdogs/junk	3.2857144	84	0.4	2	76	0.2	A	10	Brooklyn	44173
bars/nightlife	4.359259	270	0.4				A	12	New York	32265
bakery	2.6666667	3	0.2				A	5	Brooklyn	40146
mexican	4.5	4	0.2				A	12	Queens	44964
pizza	4.0	1			0	0.4	A	12	Bronx	26541
diners				5	13	0.4	A	13	Queens	43248
bars/nightlife	3.8888888	36	0.6				A	10	New York	107976
italian							A	10	New York	105144
mexican	2.8	5	0.2				A	4	Brooklyn	60758
pizza	2.9824562	57	0.2	4	46	0.6	B	27	New York	68463
indpak	3.3333333	12	0.4				A	2	Queens	69758
italian	1.6666666	15	0.4				A	10	Queens	70438
chinese	3.2857144	7	0.4				B	24	New York	31254
american							A	5	Queens	60603
eastern_european							A		Brooklyn	34590
coffee/cafe							A	12	New York	95556
korean	3.4410877	331	0.2				A	10	New York	76138
bbq/southern	3.6666667	27	0.4				A	10	Brooklyn	41688
latin	3.9753087	161	0.4					25	Bronx	50329
japanese	3.554622	476	0.2				A	11	New York	96974
bars/nightlife	3.4632354	136	0.2				A	12	Brooklyn	44173
american	3.939759	498	0.6				A	9	New York	106888
korean	3.3800905	221	0.4				A	2	Queens	48236
american							A	2	Bronx	26541
japanese	3.7967172	792	0.8				A	10	New York	93693
bakery	3.9549549	333	0.2				A	11	New York	32265
chinese	2.2830188	53	0.4	3	145	0.4	B	26	New York	101979
mediterranean/mideastern	2.7979798	99	0.6	4	7	0.8	A	10	New York	108250
american	4.025641	39	0.4				A	12	Bronx	61063
steak/seafood	2.3513513	37	0.6					33	Bronx	61063
american							A	9	New York	101979
caribbean							A	13	Brooklyn	60758
french	3.2741935	62	0.4				A	7	New York	106888
vegan/vegetarian/health	2.826087	23	0.4	4	8	0.2	A	12	New York	80519
spanish							A	5	Queens	46325
american							A	5	New York	106888
bars/nightlife	2.3642106	475	0.6				A	12	New York	105311
italian	3.6956522	46	0.4				A	12	Queens	51258
american							A	12	Staten Island	77720
soup/salad/sandwiches	3.6666667	3	0.2				A	2	New York	80519
italian	3.8888888	90	0.8				A	9	New York	68790
bars/nightlife	2.0	6					A	12	Queens	53815
american	2.5	2					A	12	Brooklyn	49629
latin							A	8	Queens	38631
coffee/cafe	5.0	2	0.2				A	7	Staten Island	87426
icecream/desserts							A	2	New York	76138
mexican	4.0	2	0.2				Z	18	Queens	47750
bars/nightlife	3.5	2					A	10	Staten Island	87426
japanese	3.7592592	108	0.6				A	7	New York	64013
chinese	1.0	1					A	12	New York	32265
bagels	3.509804	51	0.2	4	31	0.4	B	26	New York	110091
mexican	2.6451614	31	0.2				A	9	New York	36095
soup/salad/sandwiches	3.7714286	106	0.2				A	7	New York	64013
american								20	New York	43049
italian							A	12	Queens	67516
diners	2.9036145	83	0.4	3	133	0.6	A	12	New York	106888
american	3.8819096	398	0.6				A	7	New York	77853
misc_restaurant	2.75	8	0.4					22	Bronx	35358
thai/vietnamese/se_asian	3.8280923	477	0.4					13	New York	68463
soup/salad/sandwiches	2.0769231	52	0.2				A	7	New York	77853
pizza	2.5	6	0.2				A	11	Staten Island	66478
mexican	3.7866666	300	0.4	4	84	0.4	A	12	New York	65934
italian	3.9210527	38	0.6				A	4	New York	65934
american							A	9	New York	108250
steak/seafood	4.1846156	130	0.4				A	7	New York	80519
coffee/cafe								9	Staten Island	90196
bars/nightlife	3.9158576	309	0.4				A	12	New York	80519
chinese	4.0	2	0.2				A	7	Bronx	55724
chinese	2.7142856	7	0.2				Z	3	New York	80519
coffee/cafe	3.7536232	69	0.2				A	12	New York	36495
italian	3.6363637	66	0.4				A	12	Queens	43909
italian							Z	23	New York	101515
chinese	3.8888888	9	0.2	3	11	0.4	A	10	Brooklyn	38267
burgers/hotdogs/junk							Z	2	Bronx	26636
burgers/hotdogs/junk	4.0	1					A	12	Brooklyn	32642
thai/vietnamese/se_asian							A	9	Brooklyn	71999
american	2.953917	217	0.4					18	New York	76138
mediterranean/mideastern	3.4166667	36	0.4				A	13	New York	107976
soup/salad/sandwiches	2.4117646	17	0.2	3	40	0.2	A	10	New York	68463
french	3.296875	64	0.4		0	0.6	B	19	New York	106888
pizza	3.0	1	0.2				A	13	Brooklyn	38267
misc_asian							A	12	Queens	48236
caribbean							A	9	Brooklyn	53251
soup/salad/sandwiches							A	11	New York	91767
chinese	4.142857	7	0.2	4	3	0.4		18	Queens	51258
icecream/desserts							A	7	Bronx	32985
bakery	4.418605	43	0.4				A	4	Brooklyn	64981
misc_restaurant	4.5	2					A	12	New York	108250
american							A	7	Queens	46325
misc_asian								30	Queens	48236
chinese	3.2	5	0.2				A	10	Queens	47750
latin	3.875	8	0.6	3	2	0.4	A	9	Queens	49528
american								19	Brooklyn	41688
burgers/hotdogs/junk	2.6	10	0.2				A	11	New York	105144
coffee/cafe	3.375	24	0.2				A	12	New York	106236
mediterranean/mideastern	3.3676472	136	0.4	4	3	0.4	A	12	New York	101979
indpak	3.55	100	0.4	4	89	0.4	A	3	New York	91767
chinese	3.6666667	3					B	16	Bronx	55724
thai/vietnamese/se_asian	3.7333333	15	0.4	4	41	0.4	A	12	Brooklyn	93184
pizza							A	12	Queens	
bars/nightlife	4.1904764	21	0.4				A	13	Staten Island	56883
italian	3.481132	106	0.6	4	20	0.6	A	9	New York	106236
coffee/cafe	3.5773196	97	0.4				A	12	New York	68790
pizza	3.8157895	38	0.2	2	5	0.4	A	11	New York	44173
american	2.75	4	0.2				A	10	Brooklyn	40481
delis							A	12	Queens	48236
diners	3.2795699	93	0.4				A	9	Queens	54868
mexican							A	11	Bronx	26120
bakery	3.6363637	11	0.2				Z	3	Queens	43248
misc_restaurant	3.3913043	23	0.6				A	4	Staten Island	54792
mexican	5.0	3	0.2				A	7	Bronx	31594
mexican	3.961165	103	0.2	4	117	0.2	A	13	Brooklyn	93184
pizza	1.6666666	3					A	3	New York	31254
pizza	3.1333334	15	0.2	4	14	0.4	A	13	Queens	43248
american							A	8	Brooklyn	40960
bakery	4.567164	67	0.4				A	10	Brooklyn	37636
coffee/cafe							Z	16	Bronx	26541
american							A	9	New York	87813
chinese	1.0	1					A	11	Queens	39817
american							A	11	Bronx	26541
soup/salad/sandwiches	1.6666666	3	0.2				Z	40	Bronx	55724
soup/salad/sandwiches							A	8	Queens	99793
diners	3.4285715	7	0.4				A	12	Bronx	37616
japanese	2.919708	137	0.4				A	13	New York	43049
french	3.9675925	216	0.4	5	29	0.6	A	12	New York	105144
american							A	0	Brooklyn	60758
icecream/desserts							A	13	New York	41352
breakfast_brunch	3.699187	123	0.4	4	144	0.4	A	9	New York	107976
thai/vietnamese/se_asian	4.05	40	0.4				A	8	Queens	49528
bakery	3.676737	993	0.4				C	36	New York	101515
delis	3.0	1					A	9	New York	32265
misc_european								12	Staten Island	62457
indpak	3.4175825	91	0.4	4	302	0.6	A	11	New York	68790
indpak	3.0217392	230	0.6				A	9	New York	108250
bakery							A	0	Brooklyn	37636
american							A	11	Brooklyn	40960
italian	3.9456067	239	0.6	4	7	0.6	B	18	New York	105144
bars/nightlife	3.8666666	121	0.4	4	3	0.4	A	10	Queens	55844
steak/seafood	3.8544304	158	0.6	4	2	0.6	A	13	Brooklyn	93184
bakery	3.7142856	14	0.2				A	5	New York	32265
french	3.7764707	85	0.4				A	9	New York	105311
steak/seafood	2.7777777	54	0.4						New York	80519
american							A	3	Queens	0
american							A	8	Staten Island	66478
american	3.0	94	0.6				A	12	New York	106888
vegan/vegetarian/health							A	0	Bronx	31594
american	3.9519231	104	0.4				A	9	New York	210125
korean	3.4285715	41	0.2				A	11	Queens	73079
mexican	3.125	40	0.2	4	77	0.2	A	2	Queens	55844
caribbean	3.0	1	0.2				A	11	Brooklyn	41688
american							A	12	Queens	43909
chinese							A	9	Brooklyn	54664
soup/salad/sandwiches	3.5	4	0.2				A	3	New York	95556
mexican	1.0	1					A	12	Brooklyn	49002
bbq/southern	2.9	20	0.4				A	9	Brooklyn	41688
icecream/desserts	2.3076923	13	0.8				A	0	New York	31254
italian	3.5084746	59	0.6				A	11	Staten Island	66478
mediterranean/mideastern	3.6849315	73	0.4		0	0.4	A	12	Queens	54868
soup/salad/sandwiches	3.1	20	0.4	3	35	0.4	A	12	Brooklyn	68177
korean	3.9423077	52	0.2				A	10	Queens	67924
caribbean	4.25	4					A	11	Queens	77739
bbq/southern	3.2380953	42	0.2	4	92	0.4	A	11	New York	107976
american	3.841424	309	0.4				A	3	Brooklyn	44173
italian	3.9333334	15	0.4		0	0.4	A	9	Bronx	50329
mediterranean/mideastern	2.32	25	0.4	3	35	0.2	A	9	New York	68463
french	3.4166667	168	0.6	3	16	0.8	A	13	New York	80519
vegan/vegetarian/health	4.2972975	37	0.4				A		New York	91767
delis	4.3333335	3	0.4	3	4	0.6	A	12	Brooklyn	32642
mexican							A	9	Brooklyn	37636
bakery	4.126984	126	0.2	5	13	0.2	A	13	Brooklyn	64981
chinese	2.4117646	17	0.2	4	96	0.2	A	12	New York	210125
american				5	2	0.4	A	8	Brooklyn	64981
misc_asian	3.625	88	0.6				B	17	New York	105144
chinese							A	3	Bronx	46001
delis							A	11	Bronx	61063
bars/nightlife	2.5	4					B	21	New York	87813
thai/vietnamese/se_asian	3.7272727	55	0.2				A	9	Queens	78415
bars/nightlife	3.7777777	9	0.6				A	4	Brooklyn	71999
chinese	3.8333333	6					A	11	Bronx	32985
mediterranean/mideastern	3.8245614	115	0.6				A	9	Brooklyn	62634
american	3.5	2					A	12	Queens	57393
japanese	3.3030303	66	0.4	3	2	0.4	A	12	Brooklyn	34590
mexican	3.05	20	0.2	3	18	0.4	B	19	Brooklyn	53251
bakery	3.2	15	0.6				A	10	New York	101979
steak/seafood							A	12	New York	41352
american	3.1875	16	0.4				A	10	New York	106888
coffee/cafe	2.4285715	21	0.4				A	13	New York	96974
pizza								8	Staten Island	51852
vegan/vegetarian/health	4.1666665	12	0.4				A	13	Brooklyn	44173
soup/salad/sandwiches	3.4210527	19	0.4				A	11	Brooklyn	61213
pizza	3.0454545	22	0.4	4	13	0.4	A	12	New York	106888
american	3.1028037	214	0.4				A	13	Queens	60287
italian				4	43	0.2	A	13	Brooklyn	78591
chinese							A	5	Brooklyn	37608
misc_european	4.1578946	133	0.4	4	42	0.2	A	7	Brooklyn	44173
japanese	2.7472527	91	0.2				Z	26	New York	68790
misc_restaurant	4.428571	42	0.4				B	24	New York	36495
american							A	7	New York	120729
mexican	4.3333335	9	0.2					19	Bronx	46001
chinese	3.1666667	12	0.2				Z	20	Queens	72538
korean	3.9176245	522	0.6				A	10	New York	101979
indpak	3.375	136	0.4	4	158	0.4		11	Brooklyn	93184
burgers/hotdogs/junk	5.0	3					A	4	Brooklyn	41246
bagels							Z	24	Brooklyn	54664
japanese	3.8055556	36	0.4	4	88	0.4	B	17	New York	87813
latin	3.3	10	0.2				A	11	New York	43049
mediterranean/mideastern	3.6231885	207	0.4					56	Queens	55844
pizza	3.3829787	47	0.2	4	120	0.4	A	11	New York	91767
mediterranean/mideastern	2.4598541	137	0.4					12	New York	59034
bars/nightlife	3.4285715	28	0.4					26	New York	91767
chinese	3.6363637	11	0.2				A	10	Queens	47750
misc_asian	3.5	22	0.2	3	9	0.2	B	19	New York	64013
bakery	2.92	75	0.4				A	13	New York	108250
coffee/cafe							A	7	Brooklyn	42298
icecream/desserts							A	9	Brooklyn	32642
italian	3.7234042	282	0.4	3	45	0.6	A	12	New York	32265
delis	3.2941177	17	0.2	4	14	0.2	A	7	Queens	43909
burgers/hotdogs/junk	2.5	2	0.2				A	5	Bronx	55724
mediterranean/mideastern				2	193	0.4	Z	5	New York	76138
japanese	2.5	6	0.2				A	12	Queens	46325
american							A	12	Queens	50130
chinese	3.6456692	127	0.4					30	Queens	44964
chinese	3.0	17	0.2				Z	41	Queens	48236
american	2.6382978	94	0.4				A	7	New York	76138
icecream/desserts	3.6666667	3	0.2				A	13	New York	106236
soup/salad/sandwiches	4.1463413	41	0.2				A	12	New York	108250
misc_asian	4.2380953	42	0.2				A	12	New York	101515
mexican							Z	2	Queens	46325
burgers/hotdogs/junk							A	3	New York	76138
italian	3.8238533	544	0.4				A	13	New York	110091
icecream/desserts	2.8	9	0.4				B	27	Queens	52199
bbq/southern	3.125	200	0.4	3	55	0.4		38	New York	91767
chinese	2.3611112	36	0.4				B	24	New York	68790
american	4.0741935	310	0.2				A	12	Brooklyn	44173
thai/vietnamese/se_asian	3.617347	196	0.2				B	25	Queens	44964
french	3.5350878	114	0.4				A	2	New York	109960
spanish							A	9	New York	26214
chinese							A	5	Bronx	50329
caribbean							A	7	Bronx	44038
thai/vietnamese/se_asian	3.9166667	36	0.4				B	18	Queens	47750
american							A	10	New York	100206
diners	2.714765	298	0.4	3	58	0.4	A	12	Brooklyn	44173
mediterranean/mideastern							A	13	Brooklyn	42568
bars/nightlife	3.8789473	190	0.4				A	9	Queens	43909
american							A	4	New York	77853
pizza	3.4574468	94	0.2	3	26	0.4	A	9	Brooklyn	93184
burgers/hotdogs/junk	4.857143	7	0.2	4	24	0.4	A	7	Queens	48548
mediterranean/mideastern	2.7323945	71	0.4	4	92	0.4	A	12	New York	110091
burgers/hotdogs/junk	4.3333335	3	0.2				A	12	New York	39897
african	3.8690476	84	0.4	5	23	0.6	A	12	Brooklyn	41688
mediterranean/mideastern							A	7	Queens	54868
pizza	3.6451614	31	0.2				A	12	Brooklyn	45112
pizza	3.9713657	455	0.4				A	5	Queens	72538
bagels	4.0526314	152	0.4				A	10	New York	101515
american							A	11	Bronx	46001
bars/nightlife	2.3513513	37	0.6				A	8	New York	80519
pizza							A	0	New York	76138
coffee/cafe	4.0	1	0.2					21	New York	35694
icecream/desserts	5.0	1	0.4				B	18	Queens	48236
burgers/hotdogs/junk							A	12	Brooklyn	40146
steak/seafood	3.5128205	39	0.4					35	Queens	72538
coffee/cafe	2.5	2	0.8				A	4	Brooklyn	93693
mexican				2	2	0.6		43	Bronx	26636
icecream/desserts	3.9333334	15	0.2				A	10	New York	77853
indpak	3.8351648	91	0.4	4	95	0.4	A	12	Queens	55844
bakery	3.925926	27	0.2				A	13	Queens	72538
chinese	3.0833333	12	0.2				A	13	Brooklyn	93693
italian	3.4655173	58	0.2				A	2	Queens	54188
misc							A	10	Bronx	23297
american							A	2	Brooklyn	78591
chinese	3.0921052	227	0.2				A	2	Brooklyn	41246
steak/seafood	3.6774194	31	0.6					23	Staten Island	54792
french	3.5714285	21	0.6				A	3	New York	106888
thai/vietnamese/se_asian	3.44	50	0.4	4	113	0.6	A	9	Brooklyn	71999
delis	3.0	1					Z	7	Queens	46325
chinese							A	8	Brooklyn	40481
burgers/hotdogs/junk	3.0	18	0.2				A	7	Brooklyn	37636
caribbean	3.2857144	7	0.2				A	10	Brooklyn	41688
burgers/hotdogs/junk							A	13	Staten Island	86759
mediterranean/mideastern	3.1520467	171	0.6	4	116	0.8		47	New York	106888
american	3.2891567	83	0.4					12	New York	101979
bars/nightlife	3.4166667	12	0.4				A	4	New York	87813
bars/nightlife	4.330986	142	0.4				A	4	New York	105144
japanese	3.106383	94	0.4	3	20	0.6	A	11	New York	91767
mexican	3.0666666	15	0.2	3	27	0.4	A	2	Brooklyn	53251
italian	3.9787233	47	0.2	4	40	0.4	B	17	Brooklyn	44173
italian	3.2380953	63	0.4	3	69	0.4	A	5	New York	59034
delis	3.5833333	36	0.2				A	13	Bronx	26541
eastern_european							A	2	Bronx	24478
bars/nightlife	3.764706	66	0.4				A	2	New York	95556
korean	3.6666667	9					A	10	Queens	48236
american	3.5119617	210	0.4				A	12	New York	32265
american							A	10	Brooklyn	44173
italian	3.8695652	23	0.4		0	0.4	A	9	Bronx	56058
american	2.4	5	0.4				A	10	Bronx	46001
bars/nightlife	4.0	4	0.4				A	8	Brooklyn	44173
mediterranean/mideastern	3.5344827	116	0.4	5	6	0.2			New York	76138
bakery							A	8	Bronx	32985
coffee/cafe							B	20	Brooklyn	93693
italian	3.4782608	46	0.4	4	119	0.6	A	7	New York	101979
mexican	2.84375	32	0.4					32	Staten Island	79820
japanese	3.5454545	55	0.4				A	2	Brooklyn	41246
icecream/desserts							A	2	Bronx	50329
coffee/cafe	2.65625	32	0.2	4	55	0.2	A	4	New York	106888
american							A	8	New York	87813
bakery							A	11	New York	40385
japanese	3.7588236	170	0.4	4	140	0.4	A	10	New York	106236
burgers/hotdogs/junk							A	11	Brooklyn	57713
american	3.2290504	179	0.4				A	10	New York	80519
bars/nightlife	3.3636363	11	0.2				A	13	Queens	51258
bars/nightlife	3.34375	287	0.4				A	13	Brooklyn	64981
caribbean	2.9846153	65	0.4	4	5	0.4	A	12	New York	105311
soup/salad/sandwiches	2.6969697	33	0.4	4	173	0.4	A	4	New York	101515
eastern_european	3.7391305	23	0.4				A	12	Brooklyn	42298
delis							A	11	Brooklyn	35665
pizza				5	13	0.4	Z	17	Queens	51258
soup/salad/sandwiches							A	7	Bronx	26636
bbq/southern	3.3142858	35	0.4				A	12	Queens	67924
thai/vietnamese/se_asian	3.0726256	179	0.4	3	179	0.4	A	10	Brooklyn	64981
bagels	3.0263157	38	0.2		0		A	3	New York	95556
caribbean							A	9	Bronx	35358
caribbean	2.5	16	0.2	2	10	0.4	A	12	Queens	55553
mediterranean/mideastern	2.962264	53	0.4				A	11	Queens	67924
chinese	2.08	25	0.2	2	78	0.4	B	15	New York	87813
french	3.4479167	97	0.4				A	11	New York	105311
american	2.5737705	122	0.4	3	45	0.6	A	12	New York	127281
latin	3.125	16	0.2					38	Queens	44964
misc	3.0	1					A	12	Bronx	53282
mediterranean/mideastern	3.3111112	45	0.4	3	7	0.6	B	19	Brooklyn	93693
bars/nightlife	3.9629629	54	0.4				A	9	Brooklyn	62634
italian	4.105263	38	0.6		0	0.4	A	10	New York	106888
bagels	3.627451	51	0.2				A	10	Queens	54188
bakery	3.0	2					A	7	Bronx	46001
misc_restaurant	3.25	8	0.2				B	20	Brooklyn	68177
american	3.1550803	187	0.6				A	5	New York	64013
mediterranean/mideastern							A	13	Brooklyn	42434
