category	yelp_rating	yelp_rating_count	yelp_price	seamless_rating	seamless_rating_count	seamless_price	sanitation_grade	sanitation_score	city	median_zip_income
burgers/hotdogs/junk							A	10	Queens	58317
sushi	3.952381	21	0.4	4	53	0.4	B	14	Brooklyn	71999
french	2.5	100	0.4				A	2	New York	64013
american	3.5119047	84	0.6				A	7	New York	101515
italian	2.25	12	0.4	2	9	0.6		30	New York	91767
mediterranean/mideastern	4.8	10	0.4				A	12	Brooklyn	57713
chinese	3.6	5	0.2				A	11	Queens	53815
mediterranean/mideastern	3.6363637	88	0.4						Brooklyn	42298
chinese	2.5	2	0.2				A	10	Queens	46325
coffee/cafe									Bronx	50329
icecream/desserts	3.0	2	0.4				A	12	Staten Island	77720
brasseries	3.8764045	89	0.4				A	12	New York	107976
pizza	1.0	2	0.8				A	2	Bronx	22604
american							A	2	New York	77853
american							A	4	Bronx	26541
japanese				3	116	0.4	B	18	Brooklyn	62634
bars/nightlife	4.1551723	58	0.2				A	5	New York	96974
american	3.8305085	177	0.6				A	12	New York	42058
misc_european	3.6764705	69	0.4				A	7	Brooklyn	78591
american							Z	25	Queens	43248
american	3.6225963	416	0.4				A	13	New York	59034
bagels	3.8505747	87	0.2	4	111	0.2	A	12	Queens	55844
american							A	11	New York	80519
mexican	3.6747968	123	0.4	5	98	0.4	A	13	Brooklyn	28584
misc_restaurant	1.0	1	0.2				B	25	Bronx	53282
misc_european	3.89899	297	0.4				A	10	New York	77853
breakfast_brunch	3.3162394	117	0.4	4	186	0.4	A	9	New York	101515
italian	2.1084337	166	0.2		0		A	9	New York	80519
chinese	2.5	2		3	11	0.2	A	12	New York	32265
coffee/cafe							A	12	New York	91767
pizza	2.2857144	14	0.2				A	10	Queens	0
bbq/southern	3.875969	129	0.4	4	119	0.2	A	11	Brooklyn	28584
mexican	4.0588236	17	0.2				Z	23	Queens	47750
bars/nightlife	3.5294118	17	0.4				A	7	Queens	72837
diners	3.8493152	73	0.2				A	12	Brooklyn	64981
soup/salad/sandwiches							A	4	Queens	44964
mexican	3.6923077	13	0.2				A	6	New York	43049
pizza	2.75	12	0.2				A	9	Queens	43248
american							A	13	Brooklyn	78591
chinese							B	18	Bronx	22604
caribbean	3.0	1					A	11	Bronx	24478
bakery	3.6	10	0.2				A	10	Queens	44964
coffee/cafe	3.2857144	14	0.2				A	0	Brooklyn	78591
italian	3.1367521	117	0.6				A	13	New York	80519
vegan/vegetarian/health	4.173913	23	0.2	4	33	0.2	A	13	Brooklyn	93693
american							A	7	New York	64013
american	3.3214285	28	0.4				A	13	Queens	72538
japanese	4.0	21	0.4				Z	22	New York	106236
italian	4.1571426	70	0.4	4	24	0.6		15	New York	77853
bars/nightlife	4.308511	94	0.4				A	8	Brooklyn	93184
soup/salad/sandwiches	3.0	7	0.2				A	8	New York	80519
bars/nightlife	3.949106	727	0.2				B	18	New York	105144
misc_asian							C	35	Brooklyn	38267
bars/nightlife	3.4761906	21	0.4				A	12	Queens	48236
chinese	3.8333333	18	0.2						New York	43049
bars/nightlife	3.959427	419	0.6				A	11	New York	101515
burgers/hotdogs/junk	2.5	2	0.2					32	Brooklyn	49002
bars/nightlife	3.1231344	268	0.4				A	7	New York	77853
eastern_european	5.0	2	0.4				A	8	Staten Island	90196
american							A	11	Brooklyn	71999
burgers/hotdogs/junk							A	12	Bronx	24445
mexican	4.0	2	0.4				B	18	Queens	47750
spanish							A	12	Brooklyn	32642
american	3.4383562	146	0.4	4	329	0.2	A	11	New York	109960
coffee/cafe	4.0243287	1192	0.4				A	10	New York	91767
burgers/hotdogs/junk							A	9	Queens	50130
american	3.8307693	130	0.2				A	7	New York	105144
sushi	3.390244	41	0.4	4	9	0.6	B	18	Brooklyn	68177
american	2.0	2	0.2						Staten Island	62457
bagels	3.75	4	0.2	4	15	0.4	A	10	New York	95556
italian	3.8055556	144	0.4				A	7	Brooklyn	44173
mexican	2.25	4						2	Brooklyn	37636
delis	3.4285715	7	0.2				A	10	Queens	50130
latin	3.4444444	9	0.2				B	14	Brooklyn	40565
korean	3.0080645	124	0.4	3	22	0.4	A	13	Queens	55844
mexican	2.8333333	6	0.2				A	12	Queens	50130
breakfast_brunch	4.0	1		4	88	0.4	A	12	New York	101515
bakery	4.0	3	0.2				Z	23	Queens	47750
coffee/cafe	3.4067798	59	0.4	4	84	0.2	A	10	New York	105311
mexican	2.4166667	12	0.4				A	5	Bronx	71286
italian	3.8496242	133	0.4				A	9	Brooklyn	93184
pizza	3.869863	146	0.2				A	11	New York	105311
chinese	2.1111112	9	0.2				A	2	New York	120729
coffee/cafe	3.488372	172	0.2				A	7	New York	64013
american								55	New York	109960
soup/salad/sandwiches	2.75	4	0.2				A	0	New York	76138
indpak	3.7317073	287	0.4	4	178	0.4	A	10	New York	101979
mexican	4.3333335	3					A	12	Staten Island	62457
steak/seafood	3.2181818	110	0.6	3	10	0.6	A	7	Brooklyn	93184
misc_restaurant	1.75	4	0.2	2	2	0.2	A	4	New York	65934
italian	3.8714285	70	0.4	4	58	0.6	A	12	New York	68463
chinese							B	23	Brooklyn	35344
misc_asian	5.0	4	0.4				A	13	Brooklyn	42298
chinese	3.2	5	0.4				A	11	Bronx	61063
pizza	2.4	10	0.4	3	47	0.4			Brooklyn	64981
soup/salad/sandwiches	3.6415095	53	0.2	3	11	0.2	A	5	New York	91974
spanish								4	Bronx	31594
pizza							A	6	Queens	59289
soup/salad/sandwiches	3.0	3					A	10	Staten Island	79820
coffee/cafe	3.978469	418	0.4				A	7	New York	101515
icecream/desserts	3.0	3	0.2				A	5	Brooklyn	40960
coffee/cafe	3.3043478	23	0.4				A	5	Queens	49528
american	3.1764705	34	0.4				A	0	New York	106888
sushi	2.7142856	7	0.4				A	8	Queens	72538
american							A	7	New York	91974
french	4.16129	31	0.4	3	5	0.8	A	10	New York	101515
latin							B	21	Queens	49528
burgers/hotdogs/junk	3.142857	7	0.2				A	4	Bronx	21379
bagels	2.8135593	59	0.4	4	45	0.4	A	9	Brooklyn	38267
misc_restaurant	4.0	1					A	6	Queens	60603
pizza	3.4655173	57	0.2	3	22	0.4	A	10	New York	110091
bagels	3.9863248	1170	0.2	4	217	0.2	A	10	New York	106888
icecream/desserts	3.0	3	0.2				A	11	Staten Island	66478
thai/vietnamese/se_asian	3.7037036	27	0.4	4	41	0.4	A	12	Brooklyn	93184
soup/salad/sandwiches	3.5686274	51	0.4	4	58	0.4	A	12	Brooklyn	78591
bars/nightlife	3.0119047	84	0.2				A	13	New York	101979
bars/nightlife	3.3235295	34	0.4					27	New York	42058
burgers/hotdogs/junk	4.0	4	0.2				A	9	Brooklyn	40146
indpak	3.857143	77	0.4	4	97	0.4	A	8	Brooklyn	93693
french	4.0994763	191	0.6				A	8	New York	77853
japanese							A	7	New York	80519
bars/nightlife	3.032967	91	0.4				A	10	New York	107976
steak/seafood	3.8382354	136	0.6	5	71	0.6	A	8	New York	64013
bars/nightlife	3.3859649	113	0.4				A	13	New York	59034
african	4.327273	55	0.4				A	9	New York	59034
american							A	4	Brooklyn	93693
coffee/cafe	5.0	2	0.4				Z	19	Queens	48236
american							A	0	New York	105311
icecream/desserts	3.4	5	0.2		0	0.4		10	Queens	55844
soup/salad/sandwiches							A	2	Bronx	26541
misc_restaurant	2.5	8	0.4				A	2	Brooklyn	38267
chinese							B	17	Bronx	31594
misc_restaurant	2.8	5	0.2				B	18	Staten Island	54792
american	3.3333333	3	0.4				A	12	Bronx	44038
soup/salad/sandwiches	2.0	8	0.2				A	3	Queens	73079
spanish							A	10	New York	68463
mediterranean/mideastern	3.7532468	154	0.4	5	217	0.2	A	7	New York	108250
coffee/cafe							A	7	New York	35694
burgers/hotdogs/junk							A	5	New York	26214
chinese	3.2990654	107	0.4				B	16	New York	68790
mediterranean/mideastern	3.6774194	93	0.6				A	11	Staten Island	62457
mexican							A	2	Queens	78766
american	3.9662921	89	0.6				A	7	New York	95556
bbq/southern	3.6666667	66	0.4				A	2	Brooklyn	42434
chinese	2.819672	61	0.4					31	New York	68790
thai/vietnamese/se_asian	3.1150444	113	0.4	4	130	0.4			Queens	57576
thai/vietnamese/se_asian	3.8031497	127	0.4	4	134	0.4	A	13	Brooklyn	93693
icecream/desserts							A	12	Bronx	35358
bagels	4.2	15	0.2				Z	15	Queens	73079
caribbean							B	20	Bronx	44038
japanese	3.671093	979	0.4				B	19	New York	91767
korean							B	20	Queens	72837
latin							A	7	Bronx	31594
bars/nightlife	2.6327014	422	0.4				A	2	New York	101979
american							Z	20	New York	91767
american							A	12	Brooklyn	42298
american							A	12	Bronx	63352
spanish	3.5	8	0.2				A	10	Queens	73893
pizza	4.030303	34	0.2	4	6	0.4	A	9	Queens	51258
coffee/cafe	4.0833335	60	0.4				A	13	New York	107976
coffee/cafe	2.75	16	0.4				A	4	New York	80519
latin	4.1617393	1150	0.4	5	126	0.4	A	12	Brooklyn	78591
american							A	9	Queens	61284
steak/seafood	3.680851	47	0.4				A	11	Staten Island	90196
vegan/vegetarian/health							A	12	Brooklyn	37636
chinese	3.6153846	13	0.2				A	7	Brooklyn	38267
chinese	2.0	1	0.8				B	14	Bronx	22604
misc_asian	2.5	2	0.2	5	11	0.4	A	9	Brooklyn	40960
indpak	3.044643	112	0.4	4	124	0.4		40	Brooklyn	93184
american							A	2	Brooklyn	49629
coffee/cafe	3.45	20	0.2				A	12	Queens	44964
american	3.8188405	138	0.4				A	12	Brooklyn	78591
american	2.8181818	22	0.2				Z	20	Staten Island	87426
icecream/desserts	4.5	14	0.2				A	12	Brooklyn	38267
bars/nightlife	3.7272727	11	0.2				A	10	New York	41352
indpak	3.364341	129	0.2	4	400	0.2	A	12	New York	76138
latin	3.5384614	91	0.4	4	53	0.4	A	13	New York	68463
italian	3.495098	204	0.4				A	2	New York	68790
pizza	3.9439654	232	0.4					22	Brooklyn	64981
delis	2.9552238	67	0.4	3	2		A	12	New York	68790
mediterranean/mideastern								39	Queens	86051
delis							A	11	Queens	49371
soup/salad/sandwiches	4.044776	67	0.2		0	0.4	A	2	New York	80519
chinese							A	5	Queens	43248
bakery	1.0	1					A	11	Queens	53815
italian	4.4310346	58	0.4	5	11	0.6	A	8	New York	91767
pizza	3.8	40	0.2	5	7	0.4	A	9	Queens	61284
mediterranean/mideastern							A	10	New York	106888
icecream/desserts	4.25	16	0.2				A	13	Brooklyn	64981
bagels	4.923077	12	0.2				A	7	Brooklyn	49629
misc_european	3.2982457	285	0.4				A	5	New York	108250
icecream/desserts	4.076923	91	0.2				A	11	Queens	55844
pizza	3.4230769	52	0.2	3	47	0.6	A	9	New York	101979
coffee/cafe	3.4814816	54	0.4				A	10	New York	108250
icecream/desserts							B	22	New York	105311
misc							A	9	Brooklyn	44173
mediterranean/mideastern	3.1910112	268	0.4	4	33	0.8	A	5	Queens	72538
latin							A	8	Bronx	35358
french	3.7959185	49	0.4				A	13	New York	106888
japanese	4.4036145	332	0.6				A	10	New York	77853
italian	3.972067	359	0.4	4	14	0.6	A	11	New York	77853
italian	3.631579	19	0.6				A	12	New York	64013
icecream/desserts	4.4	10	0.4				A	2	New York	109960
american	4.113402	194	0.4		0	0.6	A	12	New York	91767
american							A	5	Staten Island	79820
spanish								21	New York	26214
chinese	3.8333333	12	0.2	4	67	0.2	B	16	Brooklyn	93184
pizza	2.5714285	7	0.4		0	0.2	A	10	Bronx	35358
american	4.0060606	165	0.4				B	17	New York	210125
coffee/cafe	3.5673077	208	0.4				A	7	New York	80519
chinese							A	8	Bronx	23297
latin	2.0	14	0.4				C	36	Bronx	32985
bakery	5.0	2					A	7	Staten Island	66478
misc							A	11	Queens	61948
chinese							A	9	Brooklyn	41246
mexican								4	Brooklyn	42568
italian							A	10	Brooklyn	40960
american	4.105263	19	0.4				B	25	Staten Island	62457
american	3.3388429	121	0.6				A	10	New York	64013
coffee/cafe	4.0	1					A	5	New York	108250
coffee/cafe							A	9	Brooklyn	40960
steak/seafood	3.4594595	37	0.6				A	10	New York	77853
burgers/hotdogs/junk							A	0	New York	76138
chinese							A	7	Bronx	24445
mexican	2.975	40	0.2	3	52	0.2		22	Queens	55844
american	3.7193878	589	0.4				A	12	New York	95556
chinese	3.0	3	0.2				B	21	Queens	44964
pizza	1.0	7	0.2				A	7	Bronx	26636
mediterranean/mideastern	3.373057	193	0.4	4	387	0.4	A	13	New York	65934
italian	2.9	310	0.4	4	139	0.4	A	13	New York	105311
soup/salad/sandwiches	3.90625	32	0.4	4	64	0.2	A	11	New York	80519
latin	2.5714285	7	0.4				A	10	Queens	49371
mediterranean/mideastern							A	10	New York	105311
chinese	2.7692308	52	0.4	4	170	0.4	A	9	New York	110091
thai/vietnamese/se_asian	3.8140495	242	0.4				A	9	New York	95556
mexican	1.5	2	0.4				A	4	Brooklyn	28584
american	4.0	4		3	25	0.2	A	2	New York	107976
burgers/hotdogs/junk							A	5	Queens	73079
bakery	2.0	6	0.2				A	11	Brooklyn	38267
french	3.0	1						13	New York	31254
chinese	3.4720497	161	0.4				B	24	New York	101979
mediterranean/mideastern							A	12	Brooklyn	44173
french	3.8705235	363	0.6	5	15	0.4		43	New York	68790
chinese							B	27	New York	32265
mediterranean/mideastern	3.5454545	11	0.4	5	5	0.4	A	12	New York	125830
chinese							A	12	Bronx	22625
italian	3.755981	209	0.4				A	7	New York	36495
italian							A	9	New York	110091
pizza	2.8181818	22	0.2	4	7	0.6	A	9	Brooklyn	93184
american							A	10	New York	80519
burgers/hotdogs/junk	2.2857144	7	0.2				A	10	Queens	39817
american							A	7	New York	107976
japanese	4.2554746	137	0.6				A	9	New York	64013
mexican	3.4225352	71	0.4		0	0.6	A	13	Brooklyn	57713
french	4.1067414	356	0.4				A	11	New York	105144
korean							A	2	Queens	48236
mexican	3.53125	32	0.4	5	2	0.4	A	12	Bronx	71286
american							A	4	Queens	49528
american	3.9629629	27	0.4	4	34	0.4	B	16	New York	80519
icecream/desserts	4.0	7	0.6				A	2	Staten Island	86759
burgers/hotdogs/junk	1.3333334	6	0.2				A	8	Queens	53815
chinese	2.9	10	0.2				A	9	Brooklyn	57713
misc							A	2	Brooklyn	78591
bars/nightlife	3.4605262	76	0.4	3	46	0.6	B	23	New York	107976
burgers/hotdogs/junk	3.5238094	63	0.2	4	95	0.2	A	13	New York	109960
bars/nightlife	3.6744187	43	0.2				A	11	Brooklyn	62634
italian	3.6844444	225	0.6	4	7	0.6	A	13	New York	64013
steak/seafood	1.8205128	40	0.4	2	60	0.4	Z	27	Brooklyn	64981
mexican	2.090909	11	0.4	3	66	0.4	A	12	New York	31254
coffee/cafe	4.4044943	89	0.2				A	11	New York	106888
vegan/vegetarian/health							A	10	Brooklyn	40146
mexican	3.0984848	132	0.4	4	241	0.4	A	10	New York	68463
japanese	3.2173913	69	0.2				A	10	New York	101979
american								33	New York	42058
bakery	4.0	2	0.2				A	10	Brooklyn	35665
vegan/vegetarian/health	3.090909	11	0.4				A		New York	32265
italian	3.3939395	66	0.4				A	12	Staten Island	66478
french	3.3705037	555	0.6	4	28	0.8	A	12	New York	80519
coffee/cafe	2.5714285	7	0.4				A	2	New York	106888
soup/salad/sandwiches							A	12	Bronx	46001
chinese							B	14	Brooklyn	38267
mediterranean/mideastern	3.5	2					A	13	Brooklyn	42298
chinese	3.4166667	12	0.2				A	7	New York	35694
bbq/southern							B	19	Brooklyn	40146
pizza								23	New York	101979
breakfast_brunch	2.5853658	41	0.4				A	13	New York	95556
steak/seafood	2.7126436	87	0.4				A	4	Brooklyn	24640
pizza	3.0	8		4	34	0.4	A	8	Brooklyn	42568
american							A	9	Queens	61284
caribbean							A	12	Brooklyn	64981
steak/seafood	2.5944057	143	0.4	3	26	0.6	B	27	New York	64013
italian	3.4235294	85	0.4				A	12	Brooklyn	57713
bars/nightlife	4.1355934	59	0.4				A	10	Brooklyn	93184
coffee/cafe	4.5882354	17	0.2					23	Queens	49528
latin	3.7724867	189	0.4	4	110	0.2	A	9	New York	76138
bbq/southern	4.046729	107	0.4						New York	59034
coffee/cafe	4.125	48	0.2				A	9	New York	77853
indpak	3.7860081	243	0.4	4	60	0.6	B	19	New York	101979
coffee/cafe	4.5	14	0.4					9	New York	32265
pizza							A	11	Brooklyn	28584
burgers/hotdogs/junk	3.0	5	0.2				A	12	Bronx	24445
italian	4.2957745	71	0.4				B	17	New York	68790
pizza	3.25	4	0.2				A	7	Brooklyn	42568
icecream/desserts	3.0	2	0.4				A	5	Queens	53815
latin	3.0	3					B	22	Queens	46325
burgers/hotdogs/junk	3.049261	203	0.4				B	25	New York	68463
pizza							A	12	Bronx	19271
coffee/cafe	3.857143	7	0.4				A	7	New York	107976
thai/vietnamese/se_asian	2.921875	64	0.2				A	9	Queens	48236
coffee/cafe							Z	53	Bronx	55724
mediterranean/mideastern				3	12	0.2	A	13	New York	80519
coffee/cafe	3.0	1	0.2				A	9	New York	91974
indpak	3.827103	214	0.4				A	7	New York	110091
icecream/desserts							A	3	Queens	58965
bars/nightlife	2.3333333	3					B	18	Queens	58965
chinese							A	10	Queens	48236
bagels							A	10	New York	127281
coffee/cafe	3.75	76	0.4				A	12	New York	87813
chinese	3.4666667	30	0.2				B	14	Brooklyn	44173
latin								21	Brooklyn	41246
bbq/southern	3.2916667	24	0.4				A	13	Queens	57393
american							A	8	Brooklyn	42434
italian	3.6235294	85	0.4	4	108	0.4	A	6	New York	68790
burgers/hotdogs/junk	3.5	2	0.2				A	5	Bronx	26636
mediterranean/mideastern							A	2	Queens	49371
chinese	3.3548386	31	0.4				A	11	Queens	44964
burgers/hotdogs/junk							A	10	Brooklyn	78591
korean							A	13	Queens	67924
pizza	3.0	2					A	10	Bronx	26541
american	3.0169492	59	0.4				A	5	New York	87813
american							A	0	Bronx	35358
icecream/desserts	1.8947369	19	0.2				A	10	Queens	57576
caribbean							A	7	Brooklyn	54664
latin	3.9772727	44	0.2				A	5	New York	43049
american							A	6	Brooklyn	61213
thai/vietnamese/se_asian	3.589041	146	0.4	5	44	0.6	A	10	Queens	72538
american							A	13	Queens	43419
mexican							A	12	Queens	61948
icecream/desserts							A	12	Staten Island	79820
american							A	12	New York	108250
american							A	7	New York	43049
american	3.5578947	94	0.4				A	6	New York	35694
mexican							A	8	New York	95556
icecream/desserts							A	8	Brooklyn	35665
bars/nightlife	4.285714	7	0.2				A	12	Queens	54188
vegan/vegetarian/health	3.528302	53	0.4	5	19	0.2	A	13	Brooklyn	44173
bakery	3.75	4	0.2						New York	68790
icecream/desserts	2.5	2	0.2				A	9	Queens	59289
mexican	2.9452055	73	0.4	4	52	0.4	A	7	New York	35694
japanese	2.7464788	71	0.4	5	427	0.4	A	7	New York	64013
caribbean	3.7692308	13	0.2				A	9	Brooklyn	41688
coffee/cafe							A	10	New York	76138
icecream/desserts	1.0	1	0.2				A	5	Brooklyn	60758
burgers/hotdogs/junk	2.3076923	13	0.2	3	6	0.2	A	11	New York	76138
american							A	11	Brooklyn	49002
american	4.047619	210	0.6				A	8	Brooklyn	93693
latin							A	10	New York	127281
chinese	2.0	2	0.2				A	11	Queens	60603
diners	2.9047618	84	0.4				A	9	Queens	67924
coffee/cafe	3.0	2	0.2				A	12	Bronx	24445
mexican	3.374608	638	0.4				B	21	New York	107976
bars/nightlife	3.0	1					A	10	Brooklyn	61213
italian	3.56383	94	0.4	4	59	0.4	A	12	New York	110091
delis							A	12	Staten Island	54792
american							A	5	New York	105311
american	3.3716109	627	0.4	4	102	0.6	A	10	New York	77853
american							A	10	Bronx	50329
bars/nightlife	2.75	96	0.4				A	13	New York	106236
italian	3.3838384	198	0.4	4	28	0.6	B	15	New York	101515
sushi	2.0952382	21	0.4	5	730	0.4	A	13	New York	106888
chinese								17	Brooklyn	32642
soup/salad/sandwiches	4.1904764	42	0.2				A	10	New York	76138
latin									Bronx	22625
thai/vietnamese/se_asian	3.3916667	120	0.4				A	10	New York	107976
caribbean	4.3	10	0.4				A	2	Queens	53815
coffee/cafe	2.0	1					A	7	New York	95556
latin	3.6868477	479	0.4					32	New York	32265
pizza	2.9574468	47	0.2				A	8	New York	87813
latin	5.0	1					A	11	Queens	46325
chinese	4.0	1					A	10	Queens	55844
thai/vietnamese/se_asian	3.1648352	182	0.4	3	58	0.4	A	7	New York	64013
misc_restaurant	1.0	1	0.4					60	Queens	53815
chinese	2.8461537	13	0.2	5	6		A	12	Queens	49528
indpak	2.5526316	38	0.4				A	10	Queens	58965
coffee/cafe	3.848276	145	0.4				A	7	Brooklyn	53251
chinese							A	8	Bronx	35358
misc_asian	4.0	1	0.2		0	0.4	A	12	Brooklyn	57713
italian	3.5882354	17	0.6	5	13	0.6	B	17	New York	80519
bars/nightlife	4.345679	81	0.6				A	7	New York	101515
italian	3.0	3	0.6				A	12	Brooklyn	68177
mediterranean/mideastern	3.6092715	151	0.4	5	563	0.4	Z	29	New York	80519
bakery	3.878788	33	0.2				A	10	Bronx	24478
american							A	4	New York	80519
french	3.4565217	46	0.4				A	7	New York	68463
chinese	3.3333333	63	0.4				B	22	Brooklyn	38267
bars/nightlife	3.3333333	57	0.2				A	9	New York	91767
bars/nightlife	5.0	1					A	12	Bronx	44038
mediterranean/mideastern	4.090909	11	0.4				A	12	Queens	55844
american	5.0	1					A	5	Queens	60603
coffee/cafe	4.173913	23	0.2					2	New York	95556
pizza	2.857143	7	0.2	3	20	0.2	A	9	New York	76138
mexican	1.0	1		2	6	0.4	A	8	Brooklyn	38267
mexican							Z	40	Brooklyn	40481
mexican	3.9130435	23	0.2				A	5	Bronx	35358
misc								18	Brooklyn	44173
italian	3.5789473	38	0.4				A	11	Bronx	50329
pizza	3.5	14	0.2				A	12	Queens	67516
italian				5	3	0.4	A	10	Queens	46325
coffee/cafe	3.8125	16	0.2				A	12	Queens	59289
mediterranean/mideastern	4.3	100	0.2	5	51	0.2	A	12	Brooklyn	78591
american	3.4153845	130	0.4				A	12	New York	96974
bars/nightlife	3.75	20	0.4				A	12	New York	80519
steak/seafood	3.489796	98	0.4	4	139	0.2	A	4	New York	59034
steak/seafood	3.0555556	18	0.4	3	39	0.4	A	12	New York	
pizza	5.0	2	0.2				A	4	Staten Island	79820
soup/salad/sandwiches	4.0	3	0.2				A	5	New York	76138
american							A	12	New York	64013
french	4.818182	12	0.2					0	Brooklyn	71999
latin							A	11	New York	26214
chinese							A	7	Brooklyn	42568
latin	4.2	5	0.2				B	15	New York	41352
spanish								32	Queens	58965
pizza	3.3	10	0.2	2	31	0.4	A	5	New York	76138
chinese							A	11	Brooklyn	49002
pizza	2.9	10	0.2				A	7	Queens	52199
american							A	12	Queens	43909
american	3.435	200	0.4	5	33	0.4	A	13	New York	110091
mediterranean/mideastern	3.9261744	447	0.4				A	12	Brooklyn	78591
american	3.8235295	34	0.4						Brooklyn	37636
vegan/vegetarian/health							A	5	Bronx	24478
italian	3.15	20	0.2						Queens	54868
mediterranean/mideastern	3.1666667	12	0.2				B	19	New York	59034
mexican	3.2244897	49	0.4				B	25	Queens	57576
spanish	4.25	4	0.4				A	12	Bronx	37616
burgers/hotdogs/junk	1.4	5	0.2				A	10	Brooklyn	93693
pizza	4.4444447	9	0.2				A	12	Bronx	24478
burgers/hotdogs/junk							A	13	Bronx	31594
french	4.375	8	0.4				Z	37	New York	59034
burgers/hotdogs/junk	1.75	8	0.2				A	9	Brooklyn	35620
indpak	2.9473684	76	0.4	4	309	0.4	A	12	New York	96974
latin							A	2	Bronx	31594
bars/nightlife	3.3161764	136	0.4				A	12	New York	68790
american	2.4166667	60	0.4	4	209	0.4	A	13	New York	87813
steak/seafood	3.7045455	44	0.6		0	0.4	A	12	New York	115787
latin	4.5	2	0.4				A	11	Queens	47750
bagels	3.5714285	14	0.4	4	28	0.4	A	9	Brooklyn	44173
bars/nightlife	3.1932774	119	0.4					27	New York	101515
pizza	3.3235295	34	0.4				A	12	Brooklyn	61213
steak/seafood	2.0	2	0.2				A	7	Queens	61948
mediterranean/mideastern	3.680851	94	0.2	4	38	0.4	A	12	Brooklyn	93184
american	3.4305556	216	0.4	4	15	0.4	A	4	Brooklyn	44173
american							B	17	Queens	55844
italian	2.9189188	37	0.2	3	49	0.4	A	7	Queens	48548
burgers/hotdogs/junk	3.6836734	490	0.4	4	95	0.6	A	13	New York	106888
american	3.7720587	136	0.4	4	112	0.2	A	7	New York	41352
american							A	7	New York	80519
italian	3.75	40	0.6				A	12	New York	108250
mediterranean/mideastern	3.8533723	341	0.4	4	151	0.4	A	12	New York	32265
soup/salad/sandwiches	2.0	2					A	7	New York	110091
pizza							A	11	Queens	60603
eastern_european	4.1	20	0.8					29	Brooklyn	42298
american							A	5	New York	106888
misc_asian							A	8	Queens	0
latin	4.0	59	0.2				A	7	New York	31254
bars/nightlife	3.0	2	0.4					10	New York	91767
american							A	9	Brooklyn	93184
burgers/hotdogs/junk							A	12	Queens	54188
pizza	3.0	3	0.2				A	13	Queens	58965
bakery	2.8333333	6	0.2				A	10	Brooklyn	41246
mediterranean/mideastern	2.8	10	0.4				A	5	Brooklyn	34590
soup/salad/sandwiches	3.0	1					A	10	Queens	57393
delis	4.5	2	0.2				A	12	Bronx	26120
latin	3.890625	64	0.4	4	41	0.4	A	2	Brooklyn	93693
misc							A	2	New York	
mexican	4.2727275	11	0.2				A	10	Queens	55844
pizza	4.576923	26	0.2				B	15	Bronx	35358
coffee/cafe	4.0793653	63	0.2				A	2	Brooklyn	28584
mediterranean/mideastern				4	22	0.2	A	10	New York	109960
sushi	2.7674417	86	0.4				B	21	New York	87813
korean	3.25	16	0.4				A	10	Queens	48236
bars/nightlife	3.103627	193	0.4				C	30	New York	32265
bagels	2.711111	45	0.2				A	7	Brooklyn	57713
indpak	3.6571429	175	0.4	4	301	0.4	A	7	New York	108250
mediterranean/mideastern	4.522222	90	0.4				A	10	Brooklyn	57713
italian	3.8016195	247	0.6				A	10	New York	105311
spanish							A	9	Queens	58965
mediterranean/mideastern							A	9	Brooklyn	45112
icecream/desserts	3.1818182	11	0.4				A	12	Queens	72538
latin	3.4666667	45	0.2				A	12	New York	95556
pizza	3.2307692	13	0.2	2	11	0.4	Z	18	New York	77853
coffee/cafe	4.5	2	0.2				A	7	Queens	43248
american							Z	44	New York	80519
latin							A	12	Queens	51258
caribbean							A	13	New York	35710
japanese	2.7457628	118	0.4				A	12	New York	68790
coffee/cafe	4.5	4	0.4				A	4	Staten Island	77720
chinese	3.8952382	105	0.4	3	85	0.4	A	11	New York	68790
chinese	3.8888888	27	0.2				A	12	Queens	43248
japanese	3.409091	110	0.4	4	125	0.4		39	New York	91767
mediterranean/mideastern	3.3888888	18	0.4					25	Brooklyn	40960
diners	3.3541667	48	0.4	5	8	0.4	A	12	Queens	51258
french	3.7155173	233	0.6				A	5	New York	105311
indpak							B	17	Brooklyn	44173
soup/salad/sandwiches	3.0	41	0.2	4	130	0.4	A	11	New York	101979
chinese	3.9160838	143	0.2				A	7	New York	32265
eastern_european	3.3529413	17	0.2				A	9	Brooklyn	42298
thai/vietnamese/se_asian	2.8888888	9	0.4				A	12	Brooklyn	38267
bagels	4.0	1	0.4				A	2	Brooklyn	49629
bakery	3.8333333	24	0.2				A	9	Queens	49371
bars/nightlife	5.0	1	0.4				A	13	Brooklyn	42434
latin								18	Bronx	24478
misc								75	Staten Island	77720
coffee/cafe	3.8181818	11	0.2				A	7	Brooklyn	93693
caribbean	4.0	2	0.2				A	8	Bronx	44038
mexican	3.836461	373	0.2				A	9	Queens	50006
chinese	2.9333334	15	0.4				B	24	Queens	73893
italian	3.68	25	0.4		0	0.8	A	8	New York	76138
caribbean							A	12	Bronx	44038
korean	3.4446764	479	0.4				A	12	New York	76138
chinese							A	10	Brooklyn	34590
korean							Z	2	Queens	48236
american							A	12	Queens	43909
mexican	2.7567568	111	0.4	4	282	0.8	A	9	New York	80519
bars/nightlife	2.0	1					A	5	New York	32265
